Hour,Month,Year,El_price_DAM_RON,El_price_DAM_EUR,Quantity,Data,ROBOR 3M,Gas_quantity_DAM,Gas_price_DAM_RON,Gas_price_DAM_EUR,Oil_price,Inflation_RO,Inflation_EU
12,7,2020,188.8,39.33333333,2392.9,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
13,7,2020,187.59,39.08125,2385.7,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
14,7,2020,183.8,38.29166667,2330.4,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
15,7,2020,178.82,37.25416667,2209.8,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
16,7,2020,173.78,36.20416667,2153.4,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
17,7,2020,179.1,37.3125,2093.3,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
18,7,2020,184.39,38.41458333,2136.9,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
19,7,2020,182.8,38.08333333,2166,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
20,7,2020,190.55,39.69791667,2121.9,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
21,7,2020,193.55,40.32291667,2115.7,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
22,7,2020,188.31,39.23125,1928,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
23,7,2020,181.5,37.8125,1902.1,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
24,7,2020,169.76,35.36666667,1798.9,7/24/2020,2.15,7063,37.677785,7.849538542,43.29,3.38,0.4
1,7,2020,169.5,35.3125,1802,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
2,7,2020,150.49,31.35208333,1799.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
3,7,2020,137.64,28.675,1813.6,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
4,7,2020,135.08,28.14166667,1833.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
5,7,2020,128.4,26.75,1746.6,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
6,7,2020,121.85,25.38541667,1822.4,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
7,7,2020,133.13,27.73541667,1989.5,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
8,7,2020,148,30.83333333,2102.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
9,7,2020,144.47,30.09791667,2126.9,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
10,7,2020,146.42,30.50416667,2132.5,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
11,7,2020,139.93,29.15208333,2063.8,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
12,7,2020,136.74,28.4875,2123.7,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
13,7,2020,134.92,28.10833333,2084.7,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
14,7,2020,130.08,27.1,2045.6,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
15,7,2020,120.9,25.1875,1948,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
16,7,2020,120.9,25.1875,1865.2,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
17,7,2020,130.63,27.21458333,1965.5,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
18,7,2020,139,28.95833333,2017.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
19,7,2020,163.88,34.14166667,2129.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
20,7,2020,181.01,37.71041667,2072.6,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
21,7,2020,203.78,42.45416667,2197.2,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
22,7,2020,197.67,41.18125,2148.2,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
23,7,2020,178.03,37.08958333,1827,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
24,7,2020,156.78,32.6625,2013.3,7/25/2020,2.15,7224.51,37.260545,7.762613542,43.39,3.38,0.4
1,7,2020,144.42,30.0875,1942.5,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
2,7,2020,116.7,24.3125,1964.9,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
3,7,2020,101.52,21.15,1900.7,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
4,7,2020,96.82,20.17083333,1888.4,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
5,7,2020,96.81,20.16875,1827.3,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
6,7,2020,77.73,16.19375,1874.9,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
7,7,2020,81.24,16.925,1944.4,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
8,7,2020,91.87,19.13958333,2171.7,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
9,7,2020,101.68,21.18333333,2186.4,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
10,7,2020,111.87,23.30625,2360.9,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
11,7,2020,116.21,24.21041667,2445.2,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
12,7,2020,125.71,26.18958333,2525,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
13,7,2020,122.5,25.52083333,2373,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
14,7,2020,106,22.08333333,2331.8,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
15,7,2020,100,20.83333333,2212.7,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
16,7,2020,112.34,23.40416667,2266.9,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
17,7,2020,130.56,27.2,2167.5,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
18,7,2020,136.53,28.44375,2239.4,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
19,7,2020,152.74,31.82083333,2285.8,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
20,7,2020,171.18,35.6625,2351.6,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
21,7,2020,187,38.95833333,2440.1,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
22,7,2020,190.66,39.72083333,2592.6,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
23,7,2020,178,37.08333333,2240.8,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
24,7,2020,154.34,32.15416667,2211.4,7/26/2020,2.15,7059.51,37.392209,7.790043542,43.39,3.38,0.4
1,7,2020,134.95,28.11458333,1936.7,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
2,7,2020,125.44,26.13333333,1868.8,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
3,7,2020,118.87,24.76458333,1919,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
4,7,2020,118.73,24.73541667,1936.4,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
5,7,2020,118.77,24.74375,1917.8,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
6,7,2020,130.52,27.19166667,2010.7,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
7,7,2020,166.37,34.66041667,2341.4,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
8,7,2020,191.09,39.81041667,2548.3,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
9,7,2020,188.53,39.27708333,2753.6,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
10,7,2020,188.54,39.27916667,2650.1,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
11,7,2020,192.87,40.18125,2631.2,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
12,7,2020,195.5,40.72916667,2661.4,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
13,7,2020,198.18,41.2875,2717,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
14,7,2020,189.94,39.57083333,2681.6,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
15,7,2020,200.9,41.85416667,2629.7,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
16,7,2020,196.7,40.97916667,2513.5,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
17,7,2020,200.17,41.70208333,2453,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
18,7,2020,213.79,44.53958333,2351.3,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
19,7,2020,217.58,45.32916667,2350.5,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
20,7,2020,209,43.54166667,2418.1,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
21,7,2020,232.25,48.38541667,2520.3,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
22,7,2020,209,43.54166667,2414.3,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
23,7,2020,203.44,42.38333333,2187.8,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
24,7,2020,178.26,37.1375,2066.6,7/27/2020,2.15,6650,37.02409,7.713352083,43.39,3.38,0.4
1,7,2020,159.29,33.18541667,2111.8,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
2,7,2020,135.17,28.16041667,2040.5,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
3,7,2020,125.53,26.15208333,2015.2,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
4,7,2020,118.31,24.64791667,1993.3,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
5,7,2020,118.31,24.64791667,2057.4,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
6,7,2020,139,28.95833333,2178.2,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
7,7,2020,187.45,39.05208333,2376.7,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
8,7,2020,193.02,40.2125,2623.9,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
9,7,2020,197,41.04166667,2897.6,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
10,7,2020,180.66,37.6375,2848.5,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
11,7,2020,181.2,37.75,2849.4,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
12,7,2020,176.2,36.70833333,2831.1,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
13,7,2020,178.82,37.25416667,2893.6,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
14,7,2020,191.78,39.95416667,2896.8,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
15,7,2020,191.54,39.90416667,2725.5,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
16,7,2020,205.09,42.72708333,2579.1,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
17,7,2020,207.9,43.3125,2545,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
18,7,2020,210.65,43.88541667,2537.1,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
19,7,2020,210.31,43.81458333,2524.9,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
20,7,2020,219.87,45.80625,2575,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
21,7,2020,236.87,49.34791667,2772.9,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
22,7,2020,219,45.625,2543.2,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
23,7,2020,209,43.54166667,2332.6,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
24,7,2020,198.45,41.34375,2112.1,7/28/2020,2.16,12014,37.622883,7.838100625,43.11,3.38,0.4
1,7,2020,169.23,35.25625,1869.4,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
2,7,2020,144.04,30.00833333,1874.6,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
3,7,2020,140.04,29.175,1863.2,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
4,7,2020,139,28.95833333,1902,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
5,7,2020,144.77,30.16041667,1980,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
6,7,2020,162.34,33.82083333,2062.6,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
7,7,2020,206.1,42.9375,2330.3,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
8,7,2020,210.34,43.82083333,2714.2,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
9,7,2020,218.28,45.475,2906,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
10,7,2020,215.72,44.94166667,2808.7,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
11,7,2020,220,45.83333333,2798.1,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
12,7,2020,222.06,46.2625,2789.6,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
13,7,2020,229,47.70833333,2895,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
14,7,2020,229,47.70833333,2822.5,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
15,7,2020,231.33,48.19375,2661.5,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
16,7,2020,234.22,48.79583333,2588.4,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
17,7,2020,245.3,51.10416667,2508.2,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
18,7,2020,260.95,54.36458333,2522.9,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
19,7,2020,247.24,51.50833333,2362.3,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
20,7,2020,249.9,52.0625,2454.1,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
21,7,2020,252.81,52.66875,2532.6,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
22,7,2020,243.94,50.82083333,2503.5,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
23,7,2020,213.73,44.52708333,2143.8,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
24,7,2020,198.03,41.25625,1955.3,7/29/2020,2.17,11240,39.249675,8.177015625,43.51,3.38,0.4
1,7,2020,187.92,39.15,2026.8,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
2,7,2020,161.46,33.6375,1958.9,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
3,7,2020,149.84,31.21666667,2003.8,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
4,7,2020,140.2,29.20833333,2032.5,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
5,7,2020,139.5,29.0625,2070.2,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
6,7,2020,158.39,32.99791667,2191.6,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
7,7,2020,212,44.16666667,2431,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
8,7,2020,255.11,53.14791667,2722.4,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
9,7,2020,249,51.875,3006.9,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
10,7,2020,250.9,52.27083333,2989.5,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
11,7,2020,246.08,51.26666667,3061.8,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
12,7,2020,249,51.875,3064.2,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
13,7,2020,261.49,54.47708333,3096.4,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
14,7,2020,251.18,52.32916667,2998.9,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
15,7,2020,250.92,52.275,2827.4,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
16,7,2020,254.92,53.10833333,2694.2,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
17,7,2020,267.15,55.65625,2775.3,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
18,7,2020,261.2,54.41666667,2680.9,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
19,7,2020,261.48,54.475,2600,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
20,7,2020,267.99,55.83125,2640.7,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
21,7,2020,280.44,58.425,2677.5,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
22,7,2020,258.9,53.9375,2686.6,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
23,7,2020,229.57,47.82708333,2328.8,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
24,7,2020,207.07,43.13958333,2111.8,7/30/2020,2.15,10271,41.278772,8.599744167,42.98,3.38,0.4
1,7,2020,211.19,43.99791667,1964.5,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
2,7,2020,178.31,37.14791667,1883.2,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
3,7,2020,155.95,32.48958333,1903.1,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
4,7,2020,149.9,31.22916667,1927.2,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
5,7,2020,151.97,31.66041667,1920.1,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
6,7,2020,184.52,38.44166667,2007.5,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
7,7,2020,241.28,50.26666667,2278.3,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
8,7,2020,273.95,57.07291667,2676.3,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
9,7,2020,293.75,61.19791667,2821.3,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
10,7,2020,280.34,58.40416667,2999.9,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
11,7,2020,266.43,55.50625,3045.1,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
12,7,2020,272.66,56.80416667,3029.4,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
13,7,2020,274.66,57.22083333,3024.5,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
14,7,2020,266.05,55.42708333,2922.6,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
15,7,2020,270.46,56.34583333,2781.2,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
16,7,2020,275.27,57.34791667,2679.1,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
17,7,2020,271.3,56.52083333,2638.9,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
18,7,2020,272.59,56.78958333,2673.5,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
19,7,2020,275.32,57.35833333,2649.7,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
20,7,2020,263,54.79166667,2690.7,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
21,7,2020,265.26,55.2625,2689.3,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
22,7,2020,262.6,54.70833333,2434.8,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
23,7,2020,234.47,48.84791667,2157.8,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
24,7,2020,192.39,40.08125,2009.5,7/31/2020,2.15,3982,40.248681,8.385141875,43.13,3.38,0.4
1,8,2020,188.64,39.3,2386.9,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
2,8,2020,135.54,28.2375,2301.5,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
3,8,2020,120.77,25.16041667,2190.9,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
4,8,2020,116.92,24.35833333,2001.6,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
5,8,2020,116.02,24.17083333,1992.2,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
6,8,2020,114.04,23.75833333,1878.4,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
7,8,2020,134.26,27.97083333,1833.1,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
8,8,2020,197,41.04166667,2011.2,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
9,8,2020,209.05,43.55208333,2268.7,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
10,8,2020,200.84,41.84166667,2076.7,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
11,8,2020,206.05,42.92708333,2144.9,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
12,8,2020,194.37,40.49375,2137.3,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
13,8,2020,202.96,42.28333333,2182.6,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
14,8,2020,197,41.04166667,2170.4,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
15,8,2020,197,41.04166667,2137.3,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
16,8,2020,206.3,42.97916667,2168.5,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
17,8,2020,219,45.625,2256.4,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
18,8,2020,259,53.95833333,2262.1,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
19,8,2020,251.16,52.325,2118.5,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
20,8,2020,256,53.33333333,2096.8,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
21,8,2020,292.19,60.87291667,2259.5,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
22,8,2020,269,56.04166667,2365.3,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
23,8,2020,212.64,44.3,1965.3,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
24,8,2020,193.32,40.275,1804.6,8/1/2020,2.15,10836.4,40.130254,8.360469583,43.76,3.24,-0.2
1,8,2020,149.78,31.20416667,2184.1,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
2,8,2020,125.33,26.11041667,2293.9,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
3,8,2020,120.31,25.06458333,2359.8,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
4,8,2020,111.37,23.20208333,2487.4,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
5,8,2020,109,22.70833333,2527.8,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
6,8,2020,108.16,22.53333333,2610.1,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
7,8,2020,110.02,22.92083333,2529.6,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
8,8,2020,123.69,25.76875,2387.2,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
9,8,2020,126.2,26.29166667,2361.2,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
10,8,2020,130.45,27.17708333,2400.3,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
11,8,2020,129.39,26.95625,2446.9,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
12,8,2020,133.49,27.81041667,2365.2,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
13,8,2020,130.79,27.24791667,2333.9,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
14,8,2020,118.93,24.77708333,2391.9,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
15,8,2020,115.96,24.15833333,2301.1,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
16,8,2020,118.42,24.67083333,2291.1,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
17,8,2020,135.22,28.17083333,2376.6,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
18,8,2020,174.46,36.34583333,2383.9,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
19,8,2020,202.86,42.2625,2436.1,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
20,8,2020,187.9,39.14583333,2495.2,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
21,8,2020,230.07,47.93125,2858.8,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
22,8,2020,253.92,52.9,2657.3,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
23,8,2020,206.86,43.09583333,2259.3,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
24,8,2020,170.8,35.58333333,2242,8/2/2020,2.15,11221,40.052363,8.344242292,43.76,3.24,-0.2
1,8,2020,150.61,31.37708333,1784.4,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
2,8,2020,130.96,27.28333333,1731.2,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
3,8,2020,126.49,26.35208333,1754.1,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
4,8,2020,124.41,25.91875,1751.1,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
5,8,2020,125.67,26.18125,1766,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
6,8,2020,144.77,30.16041667,1944.4,8/3/2020,2.15,12578,39.989664,8.33118,43.76,3.24,-0.2
