Hour,Month,Year,El_price_DAM_RON,El_price_DAM_EUR,Quantity,Data,ROBOR 3M,Gas_quantity_DAM,Gas_price_DAM_RON,Gas_price_DAM_EUR,Oil_price,Inflation_RO,Inflation_EU
1,1,2019,279,58.125,2498.3,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
2,1,2019,245.54,51.15416667,2239.8,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
3,1,2019,169.98,35.4125,2092,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
4,1,2019,145.52,30.31666667,2086.3,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
5,1,2019,121,25.20833333,2109.7,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
6,1,2019,124.33,25.90208333,2008,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
7,1,2019,130.37,27.16041667,2019.2,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
8,1,2019,132.69,27.64375,2123.8,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
9,1,2019,158.28,32.975,2129,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
10,1,2019,192.12,40.025,2058,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
11,1,2019,190.96,39.78333333,2049.3,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
12,1,2019,210.36,43.825,2044.4,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
13,1,2019,205.27,42.76458333,2078.2,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
14,1,2019,191.75,39.94791667,2066.1,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
15,1,2019,199.5,41.5625,2071.8,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
16,1,2019,255.79,53.28958333,2289.8,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
17,1,2019,335.46,69.8875,2749.1,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
18,1,2019,343.78,71.62083333,2867.7,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
19,1,2019,335.46,69.8875,2803.9,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
20,1,2019,329,68.54166667,2637.1,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
21,1,2019,318.54,66.3625,2522.3,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
22,1,2019,247.44,51.55,2400.3,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
23,1,2019,171.72,35.775,2194.1,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
24,1,2019,111.56,23.24166667,2153.6,1/1/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
1,1,2019,111.88,23.30833333,2019.4,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
2,1,2019,80.01,16.66875,2053.2,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
3,1,2019,71.77,14.95208333,2066.6,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
4,1,2019,36.93,7.69375,2070.7,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
5,1,2019,41.55,8.65625,2094.6,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
6,1,2019,102.8,21.41666667,1968.5,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
7,1,2019,155.77,32.45208333,1952,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
8,1,2019,229,47.70833333,2386.2,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
9,1,2019,252.34,52.57083333,2506.1,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
10,1,2019,252.34,52.57083333,2862.7,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
11,1,2019,218.74,45.57083333,2823.9,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
12,1,2019,191.22,39.8375,2829.3,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
13,1,2019,198.88,41.43333333,2778.9,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
14,1,2019,231.84,48.3,2689.8,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
15,1,2019,284.85,59.34375,2535.9,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
16,1,2019,305.3,63.60416667,2459.3,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
17,1,2019,339,70.625,2886.5,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
18,1,2019,349.96,72.90833333,3049.7,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
19,1,2019,349,72.70833333,3032,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
20,1,2019,340.73,70.98541667,2893.8,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
21,1,2019,339,70.625,2720.3,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
22,1,2019,339,70.625,2678.7,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
23,1,2019,326.46,68.0125,2509.2,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
24,1,2019,277.41,57.79375,2311.2,1/2/2019,2.99,10080000,0.1385,0.028854167,54.06,4.19,1.4
1,1,2019,243.28,50.68333333,2346.5,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
2,1,2019,210.17,43.78541667,2380,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
3,1,2019,196.4,40.91666667,2397.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
4,1,2019,196.12,40.85833333,2390,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
5,1,2019,201.32,41.94166667,2307.8,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
6,1,2019,228.69,47.64375,2437.5,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
7,1,2019,309,64.375,2659.4,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
8,1,2019,540,112.5,2834.8,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
9,1,2019,486.15,101.28125,3378.6,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
10,1,2019,495.41,103.2104167,3419.7,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
11,1,2019,466.26,97.1375,3382.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
12,1,2019,443.18,92.32916667,3417.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
13,1,2019,443.27,92.34791667,3323.1,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
14,1,2019,391.24,81.50833333,3231.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
15,1,2019,388.82,81.00416667,3145.2,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
16,1,2019,388.73,80.98541667,3290.2,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
17,1,2019,543.98,113.3291667,3477.1,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
18,1,2019,450,93.75,3727.1,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
19,1,2019,391.45,81.55208333,3681.3,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
20,1,2019,354.35,73.82291667,3485.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
21,1,2019,335.82,69.9625,3427.4,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
22,1,2019,312.87,65.18125,3432.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
23,1,2019,151.79,31.62291667,3217.6,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
24,1,2019,50,10.41666667,3259.9,1/3/2019,2.99,10080000,0.1385,0.028854167,53.23,4.19,1.4
1,1,2019,234.66,48.8875,2840.5,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
2,1,2019,139.92,29.15,2854.2,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
3,1,2019,121,25.20833333,2929.6,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
4,1,2019,118.83,24.75625,2985,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
5,1,2019,128.99,26.87291667,3000.1,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
6,1,2019,221.33,46.11041667,3074.7,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
7,1,2019,298.7,62.22916667,3056.3,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
8,1,2019,326.26,67.97083333,3455.2,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
9,1,2019,312.3,65.0625,3520.3,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
10,1,2019,322.55,67.19791667,3522.5,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
11,1,2019,320.12,66.69166667,3446.7,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
12,1,2019,328.74,68.4875,3313.6,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
13,1,2019,327.71,68.27291667,3301.8,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
14,1,2019,329,68.54166667,3228.8,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
15,1,2019,345.53,71.98541667,3228.5,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
16,1,2019,395.63,82.42291667,3196.5,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
17,1,2019,550,114.5833333,3304,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
18,1,2019,600,125,3401.6,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
19,1,2019,570,118.75,3373.3,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
20,1,2019,559.03,116.4645833,3272.9,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
21,1,2019,568,118.3333333,2951.3,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
22,1,2019,488.83,101.8395833,2796.3,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
23,1,2019,518.98,108.1208333,2642.6,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
24,1,2019,397.26,82.7625,2461.9,1/4/2019,2.97,180000,0.133,0.027708333,55.64,4.19,1.4
1,1,2019,299.66,62.42916667,2409.2,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
2,1,2019,238.17,49.61875,2314.7,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
3,1,2019,209.7,43.6875,2310.6,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
4,1,2019,182.21,37.96041667,2360.6,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
5,1,2019,182.21,37.96041667,2400.5,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
6,1,2019,221.64,46.175,2452.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
7,1,2019,267.53,55.73541667,2668.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
8,1,2019,309,64.375,2907.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
9,1,2019,309,64.375,3130.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
10,1,2019,325.77,67.86875,3202,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
11,1,2019,335.73,69.94375,3151.1,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
12,1,2019,329,68.54166667,3066,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
13,1,2019,318.49,66.35208333,2984.1,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
14,1,2019,299.75,62.44791667,2896.4,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
15,1,2019,289.7,60.35416667,2911.6,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
16,1,2019,303.65,63.26041667,3084,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
17,1,2019,450,93.75,3509.8,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
18,1,2019,349,72.70833333,3625.2,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
19,1,2019,349,72.70833333,3509.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
20,1,2019,339,70.625,3437.1,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
21,1,2019,303.95,63.32291667,3079.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
22,1,2019,272.75,56.82291667,2661.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
23,1,2019,255.07,53.13958333,2378.4,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
24,1,2019,216.07,45.01458333,2340.9,1/5/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
1,1,2019,236.99,49.37291667,2095.4,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
2,1,2019,223.69,46.60208333,2096.8,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
3,1,2019,214.92,44.775,2037.6,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
4,1,2019,199.93,41.65208333,1986.4,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
5,1,2019,200.61,41.79375,2066.5,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
6,1,2019,216.02,45.00416667,2144.9,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
7,1,2019,229,47.70833333,2333,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
8,1,2019,225.08,46.89166667,2431.3,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
9,1,2019,280,58.33333333,2646.8,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
10,1,2019,307.97,64.16041667,2679.9,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
11,1,2019,326.39,67.99791667,2623.9,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
12,1,2019,326.91,68.10625,2531.6,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
13,1,2019,308.13,64.19375,2458.3,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
14,1,2019,268.2,55.875,2590.7,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
15,1,2019,251.57,52.41041667,2655.7,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
16,1,2019,274.83,57.25625,2624.9,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
17,1,2019,302.52,63.025,3013.5,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
18,1,2019,331.4,69.04166667,3186,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
19,1,2019,336.19,70.03958333,3170.5,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
20,1,2019,319.31,66.52291667,3070.4,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
21,1,2019,339,70.625,2942,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
22,1,2019,279.19,58.16458333,2780.5,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
23,1,2019,264.84,55.175,2738.6,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
24,1,2019,167.96,34.99166667,2691.3,1/6/2019,2.94,180000,0.133,0.027708333,57.1,4.19,1.4
1,1,2019,228.62,47.62916667,2399.2,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
2,1,2019,226.05,47.09375,2439.8,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
3,1,2019,217.38,45.2875,2499.4,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
4,1,2019,214.67,44.72291667,2505.5,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
5,1,2019,219.24,45.675,2429.9,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
6,1,2019,235.66,49.09583333,2737.5,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
7,1,2019,371.03,77.29791667,3329.3,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
8,1,2019,465.5,96.97916667,3704.7,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
9,1,2019,521,108.5416667,3917.8,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
10,1,2019,550,114.5833333,3982.6,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
11,1,2019,485,101.0416667,4003.4,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
12,1,2019,450,93.75,3986.7,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
13,1,2019,439.76,91.61666667,3956.3,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
14,1,2019,410.97,85.61875,3869.4,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
15,1,2019,411,85.625,3812.3,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
16,1,2019,420.01,87.50208333,3816.8,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
17,1,2019,560.02,116.6708333,4051.8,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
18,1,2019,559.16,116.4916667,4106.9,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
19,1,2019,550,114.5833333,4047.1,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
20,1,2019,471.96,98.325,3895.2,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
21,1,2019,359.56,74.90833333,3611.9,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
22,1,2019,326.56,68.03333333,3127.7,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
23,1,2019,321.6,67,2858.1,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
24,1,2019,288.69,60.14375,2551.4,1/7/2019,2.94,300000,0.138,0.02875,57.1,4.19,1.4
1,1,2019,181.78,37.87083333,2741.2,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
2,1,2019,170.46,35.5125,2709.6,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
3,1,2019,161.23,33.58958333,2675.3,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
4,1,2019,185.47,38.63958333,2610.1,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
5,1,2019,199.5,41.5625,2506.9,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
6,1,2019,294.1,61.27083333,2603.2,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
7,1,2019,351.25,73.17708333,3177.8,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
8,1,2019,526.27,109.6395833,3660.1,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
9,1,2019,558,116.25,3841.7,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
10,1,2019,488.83,101.8395833,3959.6,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
11,1,2019,442.23,92.13125,3892.3,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
12,1,2019,440.11,91.68958333,3783.5,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
13,1,2019,441.41,91.96041667,3764.2,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
14,1,2019,420.24,87.55,3693.8,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
15,1,2019,427.17,88.99375,3655.4,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
16,1,2019,422.58,88.0375,3724.4,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
17,1,2019,526.27,109.6395833,4001.2,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
18,1,2019,465,96.875,4006,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
19,1,2019,410.33,85.48541667,3915.9,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
20,1,2019,382.47,79.68125,3697.2,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
21,1,2019,364.24,75.88333333,3319.4,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
22,1,2019,333.31,69.43958333,2877.3,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
23,1,2019,339,70.625,2838.5,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
24,1,2019,293.93,61.23541667,2609.3,1/8/2019,2.92,300000,0.136,0.028333333,56.91,4.19,1.4
1,1,2019,216.82,45.17083333,2617.9,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
2,1,2019,199.5,41.5625,2509.3,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
3,1,2019,169,35.20833333,2341.1,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
4,1,2019,151,31.45833333,2422.6,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
5,1,2019,179.99,37.49791667,2492.7,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
6,1,2019,232.52,48.44166667,2818.8,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
7,1,2019,349,72.70833333,3279.4,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
8,1,2019,419.99,87.49791667,3645.7,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
9,1,2019,450,93.75,3897.2,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
10,1,2019,489.62,102.0041667,3876.4,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
11,1,2019,450,93.75,3873.8,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
12,1,2019,499.14,103.9875,3788,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
13,1,2019,513.44,106.9666667,3738,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
14,1,2019,500,104.1666667,3649.5,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
15,1,2019,440.65,91.80208333,3649.8,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
16,1,2019,450,93.75,3639.1,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
17,1,2019,550,114.5833333,3867.1,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
18,1,2019,484.95,101.03125,3928,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
19,1,2019,409.93,85.40208333,3871.5,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
20,1,2019,378.08,78.76666667,3656,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
21,1,2019,349,72.70833333,3457.8,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
22,1,2019,307.98,64.1625,3219,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
23,1,2019,270.48,56.35,3297.1,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
24,1,2019,169,35.20833333,2980.6,1/9/2019,2.9,17280000,0.142289,0.029643542,59.46,4.19,1.4
1,1,2019,199.5,41.5625,3132.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
2,1,2019,169,35.20833333,3059.7,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
3,1,2019,160,33.33333333,3031.7,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
4,1,2019,160,33.33333333,3127.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
5,1,2019,169,35.20833333,3209.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
6,1,2019,242.84,50.59166667,3344.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
7,1,2019,316.95,66.03125,3140.8,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
8,1,2019,380.76,79.325,3576.6,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
9,1,2019,450,93.75,3805.6,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
10,1,2019,560,116.6666667,3578,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
11,1,2019,560,116.6666667,3625.4,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
12,1,2019,560,116.6666667,3619.7,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
13,1,2019,560,116.6666667,3698.8,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
14,1,2019,545.57,113.6604167,3751.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
15,1,2019,489.77,102.0354167,3698.9,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
16,1,2019,550,114.5833333,3742.9,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
17,1,2019,610,127.0833333,3779.9,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
18,1,2019,610,127.0833333,3896.5,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
19,1,2019,600,125,4125.2,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
20,1,2019,531.58,110.7458333,4033.2,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
21,1,2019,405.26,84.42916667,3752.2,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
22,1,2019,359.32,74.85833333,3188.5,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
23,1,2019,345.54,71.9875,3064.9,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
24,1,2019,331.32,69.025,3017.3,1/10/2019,2.88,19880016,0.142469,0.029681042,60.47,4.19,1.4
1,1,2019,324.81,67.66875,2759.9,1/11/2019,2.88,376800,0.119579,0.024912292,59.24,4.19,1.4
